cuit,nombre_cliente,herramienta,anio,mes,ejecuciones_esperadas
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,6,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,7,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,8,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,9,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,10,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,11,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,12,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,1,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,2,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,3,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,4,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,5,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,6,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,7,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,8,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,9,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,10,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,11,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,12,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,1,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,2,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,3,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,0,0,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,5,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,6,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,7,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,8,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,9,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,10,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,11,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,12,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,1,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,2,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,3,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,5,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,6,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,7,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,8,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,9,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,10,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,11,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,12,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,1,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,2,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,3,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2026,4,1
30702022165,Verizon,NFE Alert,0,0,1
30702022165,Verizon,NFE Alert,2024,4,1
30702022165,Verizon,NFE Alert,2024,5,1
30702022165,Verizon,NFE Alert,2024,6,1
30702022165,Verizon,NFE Alert,2024,7,1
30702022165,Verizon,NFE Alert,2024,8,1
30702022165,Verizon,NFE Alert,2024,9,1
30702022165,Verizon,NFE Alert,2024,10,1
30702022165,Verizon,NFE Alert,2024,11,1
30702022165,Verizon,NFE Alert,2024,12,1
30702022165,Verizon,NFE Alert,2025,1,1
30702022165,Verizon,NFE Alert,2025,2,1
30702022165,Verizon,NFE Alert,2025,3,1
30702022165,Verizon,NFE Alert,2025,4,1
30702022165,Verizon,NFE Alert,2025,5,1
30702022165,Verizon,NFE Alert,2025,6,1
30702022165,Verizon,NFE Alert,2025,7,1
30702022165,Verizon,NFE Alert,2025,8,1
30702022165,Verizon,NFE Alert,2025,9,1
30702022165,Verizon,NFE Alert,2025,10,1
30702022165,Verizon,NFE Alert,2025,11,1
30702022165,Verizon,NFE Alert,2025,12,1
30702022165,Verizon,NFE Alert,2026,1,1
30702022165,Verizon,NFE Alert,2026,2,1
30702022165,Verizon,NFE Alert,2026,3,1
30702022165,Verizon,NFE Alert,2026,4,1
30702022165,Verizon,Acrobat Tools,0,0,1
30702022165,Verizon,Acrobat Tools,2024,4,1
30702022165,Verizon,Acrobat Tools,2024,5,1
30702022165,Verizon,Acrobat Tools,2024,6,1
30702022165,Verizon,Acrobat Tools,2024,7,1
30702022165,Verizon,Acrobat Tools,2024,8,1
30702022165,Verizon,Acrobat Tools,2024,9,1
30702022165,Verizon,Acrobat Tools,2024,10,1
30702022165,Verizon,Acrobat Tools,2024,11,1
30702022165,Verizon,Acrobat Tools,2024,12,1
30702022165,Verizon,Acrobat Tools,2025,1,1
30702022165,Verizon,Acrobat Tools,2025,2,1
30702022165,Verizon,Acrobat Tools,2025,3,1
30702022165,Verizon,Acrobat Tools,2025,4,1
30702022165,Verizon,Acrobat Tools,2025,5,1
30702022165,Verizon,Acrobat Tools,2025,6,1
30702022165,Verizon,Acrobat Tools,2025,7,1
30702022165,Verizon,Acrobat Tools,2025,8,1
30702022165,Verizon,Acrobat Tools,2025,9,1
30702022165,Verizon,Acrobat Tools,2025,10,1
30702022165,Verizon,Acrobat Tools,2025,11,1
30702022165,Verizon,Acrobat Tools,2025,12,1
30702022165,Verizon,Acrobat Tools,2026,1,1
30702022165,Verizon,Acrobat Tools,2026,2,1
30702022165,Verizon,Acrobat Tools,2026,3,1
30702022165,Verizon,Acrobat Tools,2026,4,1
30702022165,Verizon,Calendarios Impositivos,0,0,1
30702022165,Verizon,Calendarios Impositivos,2024,4,1
30702022165,Verizon,Calendarios Impositivos,2024,5,1
30702022165,Verizon,Calendarios Impositivos,2024,6,1
30702022165,Verizon,Calendarios Impositivos,2024,7,1
30702022165,Verizon,Calendarios Impositivos,2024,8,1
30702022165,Verizon,Calendarios Impositivos,2024,9,1
30702022165,Verizon,Calendarios Impositivos,2024,10,1
30702022165,Verizon,Calendarios Impositivos,2024,11,1
30702022165,Verizon,Calendarios Impositivos,2024,12,1
30702022165,Verizon,Calendarios Impositivos,2025,1,1
30702022165,Verizon,Calendarios Impositivos,2025,2,1
30702022165,Verizon,Calendarios Impositivos,2025,3,1
30702022165,Verizon,Calendarios Impositivos,2025,4,1
30702022165,Verizon,Calendarios Impositivos,2025,5,1
30702022165,Verizon,Calendarios Impositivos,2025,6,1
30702022165,Verizon,Calendarios Impositivos,2025,7,1
30702022165,Verizon,Calendarios Impositivos,2025,8,1
30702022165,Verizon,Calendarios Impositivos,2025,9,1
30702022165,Verizon,Calendarios Impositivos,2025,10,1
30702022165,Verizon,Calendarios Impositivos,2025,11,1
30702022165,Verizon,Calendarios Impositivos,2025,12,1
30702022165,Verizon,Calendarios Impositivos,2026,1,1
30702022165,Verizon,Calendarios Impositivos,2026,2,1
30702022165,Verizon,Calendarios Impositivos,2026,3,1
30702022165,Verizon,Calendarios Impositivos,2026,4,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,0,0,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,4,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,5,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,6,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,7,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,8,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,9,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,10,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,11,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2024,12,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,1,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,2,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,3,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,4,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,5,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,6,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,7,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,8,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,9,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,10,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,11,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2025,12,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2026,1,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2026,2,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2026,3,1
30702022165,Verizon,Padrones Impositivos - ComplyPro,2026,4,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,0,0,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,4,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,5,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,6,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,7,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,8,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,9,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,10,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,11,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2024,12,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,1,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,2,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,3,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,4,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,5,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,6,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,7,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,8,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,9,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,10,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,11,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2025,12,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2026,1,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2026,2,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2026,3,1
30702022165,Verizon,Conciliacion de Deducciones - ComplyPro,2026,4,1
30686513072,PPG,Acrobat Tools,0,0,1
30686513072,PPG,Acrobat Tools,2024,4,1
30686513072,PPG,Acrobat Tools,2024,5,1
30686513072,PPG,Acrobat Tools,2024,6,1
30686513072,PPG,Acrobat Tools,2024,7,1
30686513072,PPG,Acrobat Tools,2024,8,1
30686513072,PPG,Acrobat Tools,2024,9,1
30686513072,PPG,Acrobat Tools,2024,10,1
30686513072,PPG,Acrobat Tools,2024,11,1
30686513072,PPG,Acrobat Tools,2024,12,1
30686513072,PPG,Acrobat Tools,2025,1,1
30686513072,PPG,Acrobat Tools,2025,2,1
30686513072,PPG,Acrobat Tools,2025,3,1
30686513072,PPG,Acrobat Tools,2025,4,1
30686513072,PPG,Acrobat Tools,2025,5,1
30686513072,PPG,Acrobat Tools,2025,6,1
30686513072,PPG,Acrobat Tools,2025,7,1
30686513072,PPG,Acrobat Tools,2025,8,1
30686513072,PPG,Acrobat Tools,2025,9,1
30686513072,PPG,Acrobat Tools,2025,10,1
30686513072,PPG,Acrobat Tools,2025,11,1
30686513072,PPG,Acrobat Tools,2025,12,1
30686513072,PPG,Acrobat Tools,2026,1,1
30686513072,PPG,Acrobat Tools,2026,2,1
30686513072,PPG,Acrobat Tools,2026,3,1
30686513072,PPG,Acrobat Tools,2026,4,1
30686513072,PPG,Calendarios Impositivos,0,0,1
30686513072,PPG,Calendarios Impositivos,2024,4,1
30686513072,PPG,Calendarios Impositivos,2024,5,1
30686513072,PPG,Calendarios Impositivos,2024,6,1
30686513072,PPG,Calendarios Impositivos,2024,7,1
30686513072,PPG,Calendarios Impositivos,2024,8,1
30686513072,PPG,Calendarios Impositivos,2024,9,1
30686513072,PPG,Calendarios Impositivos,2024,10,1
30686513072,PPG,Calendarios Impositivos,2024,11,1
30686513072,PPG,Calendarios Impositivos,2024,12,1
30686513072,PPG,Calendarios Impositivos,2025,1,1
30686513072,PPG,Calendarios Impositivos,2025,2,1
30686513072,PPG,Calendarios Impositivos,2025,3,1
30686513072,PPG,Calendarios Impositivos,2025,4,1
30686513072,PPG,Calendarios Impositivos,2025,5,1
30686513072,PPG,Calendarios Impositivos,2025,6,1
30686513072,PPG,Calendarios Impositivos,2025,7,1
30686513072,PPG,Calendarios Impositivos,2025,8,1
30686513072,PPG,Calendarios Impositivos,2025,9,1
30686513072,PPG,Calendarios Impositivos,2025,10,1
30686513072,PPG,Calendarios Impositivos,2025,11,1
30686513072,PPG,Calendarios Impositivos,2025,12,1
30686513072,PPG,Calendarios Impositivos,2026,1,1
30686513072,PPG,Calendarios Impositivos,2026,2,1
30686513072,PPG,Calendarios Impositivos,2026,3,1
30686513072,PPG,Calendarios Impositivos,2026,4,1
30686513072,PPG,Padrones Impositivos - ComplyPro,0,0,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,4,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,5,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,6,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,7,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,8,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,9,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,10,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,11,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2024,12,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,1,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,2,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,3,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,4,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,5,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,6,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,7,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,8,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,9,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,10,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,11,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2025,12,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2026,1,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2026,2,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2026,3,1
30686513072,PPG,Padrones Impositivos - ComplyPro,2026,4,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,0,0,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,4,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,5,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,6,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,7,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,8,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,9,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,10,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,11,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2024,12,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,1,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,2,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,3,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,4,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,5,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,6,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,7,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,8,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,9,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,10,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,11,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2025,12,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2026,1,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2026,2,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2026,3,1
30686513072,PPG,Conciliacion de Deducciones - ComplyPro,2026,4,1
30717579360,Spotify,Acrobat Tools,0,0,1
30717579360,Spotify,Acrobat Tools,2024,4,1
30717579360,Spotify,Acrobat Tools,2024,5,1
30717579360,Spotify,Acrobat Tools,2024,6,1
30717579360,Spotify,Acrobat Tools,2024,7,1
30717579360,Spotify,Acrobat Tools,2024,8,1
30717579360,Spotify,Acrobat Tools,2024,9,1
30717579360,Spotify,Acrobat Tools,2024,10,1
30717579360,Spotify,Acrobat Tools,2024,11,1
30717579360,Spotify,Acrobat Tools,2024,12,1
30717579360,Spotify,Acrobat Tools,2025,1,1
30717579360,Spotify,Acrobat Tools,2025,2,1
30717579360,Spotify,Acrobat Tools,2025,3,1
30717579360,Spotify,Acrobat Tools,2025,4,1
30717579360,Spotify,Acrobat Tools,2025,5,1
30717579360,Spotify,Acrobat Tools,2025,6,1
30717579360,Spotify,Acrobat Tools,2025,7,1
30717579360,Spotify,Acrobat Tools,2025,8,1
30717579360,Spotify,Acrobat Tools,2025,9,1
30717579360,Spotify,Acrobat Tools,2025,10,1
30717579360,Spotify,Acrobat Tools,2025,11,1
30717579360,Spotify,Acrobat Tools,2025,12,1
30717579360,Spotify,Acrobat Tools,2026,1,1
30717579360,Spotify,Acrobat Tools,2026,2,1
30717579360,Spotify,Acrobat Tools,2026,3,1
30717579360,Spotify,Acrobat Tools,2026,4,1
30717579360,Spotify,Calendarios Impositivos,0,0,1
30717579360,Spotify,Calendarios Impositivos,2024,4,1
30717579360,Spotify,Calendarios Impositivos,2024,5,1
30717579360,Spotify,Calendarios Impositivos,2024,6,1
30717579360,Spotify,Calendarios Impositivos,2024,7,1
30717579360,Spotify,Calendarios Impositivos,2024,8,1
30717579360,Spotify,Calendarios Impositivos,2024,9,1
30717579360,Spotify,Calendarios Impositivos,2024,10,1
30717579360,Spotify,Calendarios Impositivos,2024,11,1
30717579360,Spotify,Calendarios Impositivos,2024,12,1
30717579360,Spotify,Calendarios Impositivos,2025,1,1
30717579360,Spotify,Calendarios Impositivos,2025,2,1
30717579360,Spotify,Calendarios Impositivos,2025,3,1
30717579360,Spotify,Calendarios Impositivos,2025,4,1
30717579360,Spotify,Calendarios Impositivos,2025,5,1
30717579360,Spotify,Calendarios Impositivos,2025,6,1
30717579360,Spotify,Calendarios Impositivos,2025,7,1
30717579360,Spotify,Calendarios Impositivos,2025,8,1
30717579360,Spotify,Calendarios Impositivos,2025,9,1
30717579360,Spotify,Calendarios Impositivos,2025,10,1
30717579360,Spotify,Calendarios Impositivos,2025,11,1
30717579360,Spotify,Calendarios Impositivos,2025,12,1
30717579360,Spotify,Calendarios Impositivos,2026,1,1
30717579360,Spotify,Calendarios Impositivos,2026,2,1
30717579360,Spotify,Calendarios Impositivos,2026,3,1
30717579360,Spotify,Calendarios Impositivos,2026,4,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,0,0,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,4,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,5,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,6,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,7,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,8,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,9,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,10,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,11,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2024,12,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,1,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,2,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,3,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,4,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,5,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,6,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,7,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,8,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,9,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,10,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,11,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2025,12,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,1,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,2,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,3,1
30717579360,Spotify,Padrones Impositivos - ComplyPro,2026,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,0,0,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,5,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,6,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,7,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,8,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,9,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,10,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,11,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2024,12,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,1,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,2,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,3,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,4,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,5,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,6,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,7,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,8,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,9,1
30717579360,Spotify,Conciliacion de Deducciones - ComplyPro,2025,10,1
