ID_Cliente,cuit,nombre_cliente,herramienta,usa_herramienta,gerente_responsable
5,30515772819,INDUNOR,Calendarios Impositivos,True,Gabriel Alvarado
5,30515772819,INDUNOR,Padrones Impositivos - ComplyPro,True,Gabriel Alvarado
5,30515772819,INDUNOR,Control de duplicados - ComplyPro,False,Gabriel Alvarado
5,30515772819,INDUNOR,Sumarizacion y control por totales - ComplyPro,False,Gabriel Alvarado
5,30515772819,INDUNOR,Control de correlatividad - ComplyPro,False,Gabriel Alvarado
5,30515772819,INDUNOR,Identificacion de registros faltantes - ComplyPro,False,Gabriel Alvarado
5,30515772819,INDUNOR,Conciliacion de Deducciones - ComplyPro,True,Gabriel Alvarado
5,30515772819,INDUNOR,Descarga de deducciones - ComplyPro,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,NFE Alert,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Acrobat Tools,True,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Permisos de Embarque MOA Reingeniería,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Calendarios Impositivos,True,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Padrones Impositivos - ComplyPro,True,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Control de duplicados - ComplyPro,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Sumarizacion y control por totales - ComplyPro,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Control de correlatividad - ComplyPro,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Identificacion de registros faltantes - ComplyPro,False,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Conciliacion de Deducciones - ComplyPro,True,Gabriel Alvarado
6,30618725320,Cerro Vanguardia,Descarga de deducciones - ComplyPro,False,Gabriel Alvarado
7,30717072231,Kyndryl,NFE Alert,False,Gabriel Alvarado
7,30717072231,Kyndryl,Acrobat Tools,True,Gabriel Alvarado
7,30717072231,Kyndryl,Permisos de Embarque MOA Reingeniería,False,Gabriel Alvarado
7,30717072231,Kyndryl,Calendarios Impositivos,True,Gabriel Alvarado
7,30717072231,Kyndryl,Padrones Impositivos - ComplyPro,True,Gabriel Alvarado
7,30717072231,Kyndryl,Control de duplicados - ComplyPro,False,Gabriel Alvarado
7,30717072231,Kyndryl,Sumarizacion y control por totales - ComplyPro,False,Gabriel Alvarado
7,30717072231,Kyndryl,Control de correlatividad - ComplyPro,False,Gabriel Alvarado
7,30717072231,Kyndryl,Identificacion de registros faltantes - ComplyPro,False,Gabriel Alvarado
7,30717072231,Kyndryl,Conciliacion de Deducciones - ComplyPro,True,Gabriel Alvarado
7,30717072231,Kyndryl,Descarga de deducciones - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,NFE Alert,False,Gabriel Alvarado
8,30700869918,Bunge,Acrobat Tools,True,Gabriel Alvarado
8,30700869918,Bunge,Permisos de Embarque MOA Reingeniería,True,Gabriel Alvarado
8,30700869918,Bunge,Calendarios Impositivos,False,Gabriel Alvarado
8,30700869918,Bunge,Padrones Impositivos - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Control de duplicados - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Sumarizacion y control por totales - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Control de correlatividad - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Identificacion de registros faltantes - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Conciliacion de Deducciones - ComplyPro,False,Gabriel Alvarado
8,30700869918,Bunge,Descarga de deducciones - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,NFE Alert,False,Gabriel Alvarado
9,30584688455,Copetro,Acrobat Tools,True,Gabriel Alvarado
9,30584688455,Copetro,Permisos de Embarque MOA Reingeniería,False,Gabriel Alvarado
9,30584688455,Copetro,Calendarios Impositivos,False,Gabriel Alvarado
9,30584688455,Copetro,Padrones Impositivos - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Control de duplicados - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Sumarizacion y control por totales - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Control de correlatividad - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Identificacion de registros faltantes - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Conciliacion de Deducciones - ComplyPro,False,Gabriel Alvarado
9,30584688455,Copetro,Descarga de deducciones - ComplyPro,False,Gabriel Alvarado
10,30661921966,Origenes Afjp,NFE Alert,False,Gabriel Alvarado
10,30661921966,Origenes Afjp,Acrobat Tools,True,Belen Chaves
10,30661921966,Origenes Afjp,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
10,30661921966,Origenes Afjp,Calendarios Impositivos,True,Belen Chaves
10,30661921966,Origenes Afjp,Padrones Impositivos - ComplyPro,True,Belen Chaves
10,30661921966,Origenes Afjp,Control de duplicados - ComplyPro,False,Belen Chaves
10,30661921966,Origenes Afjp,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
10,30661921966,Origenes Afjp,Control de correlatividad - ComplyPro,False,Belen Chaves
10,30661921966,Origenes Afjp,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
10,30661921966,Origenes Afjp,Conciliacion de Deducciones - ComplyPro,True,Belen Chaves
10,30661921966,Origenes Afjp,Descarga de deducciones - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,NFE Alert,True,Belen Chaves
11,30716994550,FUNDACION TGS,Acrobat Tools,False,Belen Chaves
11,30716994550,FUNDACION TGS,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
11,30716994550,FUNDACION TGS,Calendarios Impositivos,False,Belen Chaves
11,30716994550,FUNDACION TGS,Padrones Impositivos - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Control de duplicados - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Control de correlatividad - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
11,30716994550,FUNDACION TGS,Descarga de deducciones - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,NFE Alert,True,Belen Chaves
12,30707567607,GAS LINK S.A,Acrobat Tools,False,Belen Chaves
12,30707567607,GAS LINK S.A,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
12,30707567607,GAS LINK S.A,Calendarios Impositivos,False,Belen Chaves
12,30707567607,GAS LINK S.A,Padrones Impositivos - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Control de duplicados - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Control de correlatividad - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
12,30707567607,GAS LINK S.A,Descarga de deducciones - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,NFE Alert,True,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Acrobat Tools,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Calendarios Impositivos,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Padrones Impositivos - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Control de duplicados - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Control de correlatividad - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
13,30707570144,MAGNETI MARELLI CONJ.DE ESCAPE S.A,Descarga de deducciones - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,NFE Alert,True,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Acrobat Tools,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Calendarios Impositivos,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Padrones Impositivos - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Control de duplicados - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Control de correlatividad - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
14,30707570136,MAGNETI MARELLI REPUESTOS S.A,Descarga de deducciones - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,NFE Alert,True,Belen Chaves
15,30698406344,TELCOSUR S.A,Acrobat Tools,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Calendarios Impositivos,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Padrones Impositivos - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Control de duplicados - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Control de correlatividad - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
15,30698406344,TELCOSUR S.A,Descarga de deducciones - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,NFE Alert,True,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Acrobat Tools,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Calendarios Impositivos,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Padrones Impositivos - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Control de duplicados - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Control de correlatividad - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
16,30657862068,TRANSPORTADORA DE GAS DEL SUR S.A,Descarga de deducciones - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,NFE Alert,True,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Acrobat Tools,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Permisos de Embarque MOA Reingeniería,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Calendarios Impositivos,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Padrones Impositivos - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Control de duplicados - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Sumarizacion y control por totales - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Control de correlatividad - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Identificacion de registros faltantes - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Conciliacion de Deducciones - ComplyPro,False,Belen Chaves
17,30715629611,ULTRAGENYX ARGENTINA S.R.L,Descarga de deducciones - ComplyPro,False,Belen Chaves
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,NFE Alert,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Acrobat Tools,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Permisos de Embarque MOA Reingeniería,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Calendarios Impositivos,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Padrones Impositivos - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Control de duplicados - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Sumarizacion y control por totales - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Control de correlatividad - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Identificacion de registros faltantes - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Conciliacion de Deducciones - ComplyPro,False,Virginia Fasolis
18,00000000001,INDUSTRIAS LEAR DE ARGENTINA S.R.L.,Descarga de deducciones - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,NFE Alert,False,Virginia Fasolis
19,30714445061,AUTH0,Acrobat Tools,False,Virginia Fasolis
19,30714445061,AUTH0,Permisos de Embarque MOA Reingeniería,False,Virginia Fasolis
19,30714445061,AUTH0,Calendarios Impositivos,False,Virginia Fasolis
19,30714445061,AUTH0,Padrones Impositivos - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Control de duplicados - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Sumarizacion y control por totales - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Control de correlatividad - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Identificacion de registros faltantes - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Conciliacion de Deducciones - ComplyPro,False,Virginia Fasolis
19,30714445061,AUTH0,Descarga de deducciones - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,NFE Alert,True,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Acrobat Tools,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Permisos de Embarque MOA Reingeniería,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Calendarios Impositivos,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Padrones Impositivos - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Control de duplicados - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Sumarizacion y control por totales - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Control de correlatividad - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Identificacion de registros faltantes - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Conciliacion de Deducciones - ComplyPro,False,Virginia Fasolis
20,30685140221,adidas Argentina S.A.,Descarga de deducciones - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,NFE Alert,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Acrobat Tools,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Permisos de Embarque MOA Reingeniería,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Calendarios Impositivos,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Padrones Impositivos - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Control de duplicados - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Sumarizacion y control por totales - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Control de correlatividad - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Identificacion de registros faltantes - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Conciliacion de Deducciones - ComplyPro,False,Virginia Fasolis
21,00000000004,Reebok Argentina SA,Descarga de deducciones - ComplyPro,False,Virginia Fasolis
22,30712132554,Facebook Argentina,NFE Alert,True,Nicolas Mendez
22,30712132554,Facebook Argentina,Acrobat Tools,True,Nicolas Mendez
22,30712132554,Facebook Argentina,Permisos de Embarque MOA Reingeniería,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Calendarios Impositivos,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Padrones Impositivos - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Control de duplicados - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Sumarizacion y control por totales - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Control de correlatividad - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Identificacion de registros faltantes - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Conciliacion de Deducciones - ComplyPro,False,Nicolas Mendez
22,30712132554,Facebook Argentina,Descarga de deducciones - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,NFE Alert,True,Nicolas Mendez
23,30714604356,Edge Argentina,Acrobat Tools,True,Nicolas Mendez
23,30714604356,Edge Argentina,Permisos de Embarque MOA Reingeniería,False,Nicolas Mendez
23,30714604356,Edge Argentina,Calendarios Impositivos,False,Nicolas Mendez
23,30714604356,Edge Argentina,Padrones Impositivos - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Control de duplicados - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Sumarizacion y control por totales - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Control de correlatividad - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Identificacion de registros faltantes - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Conciliacion de Deducciones - ComplyPro,False,Nicolas Mendez
23,30714604356,Edge Argentina,Descarga de deducciones - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,NFE Alert,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Acrobat Tools,True,Nicolas Mendez
24,30716198355,Akamai Argentina,Permisos de Embarque MOA Reingeniería,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Calendarios Impositivos,True,Nicolas Mendez
24,30716198355,Akamai Argentina,Padrones Impositivos - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Control de duplicados - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Sumarizacion y control por totales - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Control de correlatividad - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Identificacion de registros faltantes - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Conciliacion de Deducciones - ComplyPro,False,Nicolas Mendez
24,30716198355,Akamai Argentina,Descarga de deducciones - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,NFE Alert,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Acrobat Tools,True,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Permisos de Embarque MOA Reingeniería,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Calendarios Impositivos,True,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Padrones Impositivos - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Control de duplicados - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Sumarizacion y control por totales - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Control de correlatividad - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Identificacion de registros faltantes - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Conciliacion de Deducciones - ComplyPro,False,Nicolas Mendez
25,30688415531,Maersk Line Argentina,Descarga de deducciones - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,NFE Alert,False,Nicolas Mendez
26,30572530996,Delaval,Acrobat Tools,True,Nicolas Mendez
26,30572530996,Delaval,Permisos de Embarque MOA Reingeniería,False,Nicolas Mendez
26,30572530996,Delaval,Calendarios Impositivos,True,Nicolas Mendez
26,30572530996,Delaval,Padrones Impositivos - ComplyPro,True,Nicolas Mendez
26,30572530996,Delaval,Control de duplicados - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,Sumarizacion y control por totales - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,Control de correlatividad - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,Identificacion de registros faltantes - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,Conciliacion de Deducciones - ComplyPro,False,Nicolas Mendez
26,30572530996,Delaval,Descarga de deducciones - ComplyPro,False,Nicolas Mendez
27,30691216361,EUROP,NFE Alert,True,Mariana Sindas
27,30691216361,EUROP,Acrobat Tools,True,Mariana Sindas
27,30691216361,EUROP,Permisos de Embarque MOA Reingeniería,False,Mariana Sindas
27,30691216361,EUROP,Calendarios Impositivos,True,Mariana Sindas
27,30691216361,EUROP,Padrones Impositivos - ComplyPro,True,Mariana Sindas
27,30691216361,EUROP,Control de duplicados - ComplyPro,False,Mariana Sindas
27,30691216361,EUROP,Sumarizacion y control por totales - ComplyPro,False,Mariana Sindas
27,30691216361,EUROP,Control de correlatividad - ComplyPro,False,Mariana Sindas
27,30691216361,EUROP,Identificacion de registros faltantes - ComplyPro,False,Mariana Sindas
27,30691216361,EUROP,Conciliacion de Deducciones - ComplyPro,False,Mariana Sindas
27,30691216361,EUROP,Descarga de deducciones - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,NFE Alert,True,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Acrobat Tools,True,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Permisos de Embarque MOA Reingeniería,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Calendarios Impositivos,True,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Padrones Impositivos - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Control de duplicados - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Sumarizacion y control por totales - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Control de correlatividad - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Identificacion de registros faltantes - ComplyPro,False,Mariana Sindas
28,30714349135,BRITISH COUNCIL,Conciliacion de Deducciones - ComplyPro,False,Mariana Sindas
